,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
225,Afghanistan,AFG,Arable land (% of land area),AG.LND.ARBL.ZS,,11.71767301,11.79425911,11.8708452,11.9474313,11.9474313,12.00104157,12.01482707,12.01482707,12.03933462,12.05465184,12.1006035,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,11.98419263,11.79885427,11.72226817,11.71307784,11.77128328,11.88156726,11.72226817,11.76821983,11.76821983,11.76056122,11.90454309,11.97193885,11.95508991,11.93824097,11.93824097,11.93824097,11.93670925,11.93670925,11.9336458,11.93211408,11.92445547,11.90301137,11.89382103,11.83867904,11.79272738,11.79885427,,
227,Afghanistan,AFG,Agricultural land (sq. km),AG.LND.AGRI.K2,,377000.0,377600.0,378100.0,378730.0,378750.0,379130.0,379790.0,379800.0,379960.0,380060.0,380360.0,380460.0,380480.0,380480.0,380480.0,380480.0,380500.0,380500.0,380490.0,380490.0,380530.0,380540.0,380540.0,380540.0,380540.0,380540.0,380450.0,380400.0,380400.0,380400.0,380300.0,380300.0,379340.0,378130.0,377530.0,377520.0,377900.0,378670.0,377530.0,377530.0,377530.0,377530.0,379100.0,379110.0,379100.0,379100.0,379100.0,379100.0,379100.0,379110.0,379100.0,379100.0,379100.0,379100.0,379100.0,379100.0,379100.0,379190.0,,
232,Africa Western and Central,AFW,Population growth (annual %),SP.POP.GROW,2.034308384,2.085971679,2.133724516,2.173360929,2.202844974,2.226134114,2.24805556,2.273562284,2.30415269,2.341521928,2.383870787,2.423952085,2.463133535,2.508706687,2.561799419,2.617949601,2.672785692,2.71973232,2.754119213,2.773436687,2.781425446,2.784997935,2.787464727,2.786850797,2.783816807,2.778694503,2.773111105,2.765698003,2.754037944,2.737518337,2.718931855,2.699364096,2.683420419,2.675496448,2.677430134,2.685859559,2.697325182,2.706866803,2.71216021,2.711399671,2.70753222,2.701705488,2.699588557,2.706139259,2.723453484,2.746731093,2.770643398,2.788722003,2.798112308,2.796558411,2.787372535,2.775170989,2.763802508,2.753564154,2.745542205,2.738331566,2.730331791,2.719329942,2.704168038,2.684151739,2.660901631
240,Africa Western and Central,AFW,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.989473684,2.978947368,2.978947368,2.952631579,2.975,2.995,3.04,2.99,3.0,2.99,3.01,3.015,3.015,3.015,3.05,3.05
248,Africa Western and Central,AFW,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.575499337,,,,,,,,,,3.557438259,,,,,,,,,,3.61009154,,,,,,,,,,
251,Africa Western and Central,AFW,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Africa Western and Central,AFW,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,,,,,,,,,,,97903.62049,93716.36232,92133.99172,99025.11731,75307.95203,82953.58569,86958.44794,103971.6507,88338.26222,98331.80058,122556.0916,101671.7485,118129.3767,108903.2802,105583.0499,95622.78061,97827.12836,104153.7409,97273.25753,108143.0848,88780.0,92920.0,94800.0,97440.0,158000.0,159150.0,162380.0,164390.0,169940.0,170370.0,176820.0,171520.0,173450.0,180970.0,180320.0,188710.0,189080.0,189510.0,191720.0,189430.0,196050.0,201630.0,204520.0,210520.0,212830.0,218280.0,228580.0,229100.0,230890.0,,
259,Africa Western and Central,AFW,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,143714.5355,145309.3393,149181.1477,161770.8276,146860.2617,145799.6598,154139.518,166472.3378,152491.7936,176884.3183,194409.5238,166798.95,180682.3433,174269.8066,172234.0128,164566.4507,168040.6171,172553.3452,167777.6017,186109.2289,218010.0,231260.0,239050.0,247670.0,256810.0,251710.0,250630.0,249960.0,250930.0,248020.0,250940.0,253200.0,261970.0,277080.0,284470.0,299570.0,301570.0,303450.0,306140.0,305760.0,315610.0,327790.0,336470.0,348150.0,356630.0,368640.0,383250.0,386400.0,392130.0,,
262,Africa Western and Central,AFW,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,632745.4999,609630.6451,621023.6543,675711.6779,585394.1813,600766.1221,624175.0536,696430.9935,630641.3808,722086.3495,813265.778,695326.6277,772439.6894,738941.4578,722848.9529,681893.2201,686712.107,717693.3103,677699.9051,740766.362,398170.0,425410.0,447010.0,461910.0,528770.0,526710.0,537710.0,538720.0,542300.0,541880.0,553740.0,561370.0,575870.0,602120.0,612550.0,650720.0,651900.0,655600.0,666010.0,652550.0,690440.0,723970.0,740720.0,771100.0,790820.0,805370.0,835230.0,848650.0,881570.0,,
264,Africa Western and Central,AFW,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,352152.3987,318598.9583,315458.3311,331985.4932,260832.4012,289022.7032,288489.0569,342378.101,302469.9178,332610.5482,390008.1876,333618.8335,383259.6616,364055.9742,352539.3263,325081.0424,326681.5698,349616.0379,314391.3443,344491.1324,-5069.357316,-405.5547453,3061.33683,8758.769846,5292.297155,628.3205383,-6522.247639,-9544.919199,-5909.887628,-7155.317077,-13492.36763,-10610.09031,1790.315023,-96.46691981,6671.859092,16313.80112,22860.66149,27861.38122,29389.33677,21972.71021,31147.88313,37461.94983,47762.83298,56312.08663,67013.96117,58562.63919,60900.75713,,,,
272,Africa Western and Central,AFW,CO2 emissions (kt),EN.ATM.CO2E.KT,8760.463,9376.519,9710.216,11540.049,13985.938,19827.469,21246.598,21239.264,16527.169,23743.825,36398.642,48301.724,58059.611,69676.667,84392.338,69995.696,76900.657,74154.074,75045.155,98319.604,98913.658,96889.474,98755.977,91337.636,101154.195,104344.485,99977.088,89694.82,103820.104,82562.505,90210.0,99880.0,111590.0,115080.0,112220.0,113980.0,121890.0,120450.0,116930.0,118000.0,119510.0,130120.0,133840.0,137380.0,141040.0,155650.0,153210.0,153350.0,157600.0,145550.0,165750.0,179070.0,181740.0,191990.0,198440.0,193060.0,195120.0,201900.0,224380.0,,
277,Africa Western and Central,AFW,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,511.9820185,516.5476701,528.1255436,531.4637831,534.6886103,541.9964201,553.7088224,561.4891763,563.2468322,569.8306658,576.7828268,585.0188314,577.2359737,565.8089182,569.0897572,563.048637,566.4963398,564.0177717,567.3492611,564.3620217,579.3762138,586.3320219,582.1922158,559.1061463,560.3918317,571.8968771,575.3342067,568.0536895,578.1603011,548.1810519,555.9117346,560.2743381,570.3824392,578.1079128,585.1910242,578.6786015,583.5709303,585.9330192,571.800007,596.7852278,610.0160772,624.2404576,622.1175253,611.43741,,,,,,
278,Africa Western and Central,AFW,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,73.73762292,80.76302528,88.22862199,89.44832683,97.19701351,102.9815711,110.4750331,106.5715014,113.9791523,120.4908456,113.2506181,130.9968646,111.3071332,89.63897175,110.4266558,125.8514236,129.2023101,129.9426355,134.3562762,129.8898507,131.241691,133.5249934,137.1290951,131.8562012,133.2788806,131.0340313,132.8614595,119.7337133,126.0822075,116.7087977,119.0511327,133.754417,123.896644,138.893764,145.3250506,144.9849866,158.4197378,154.5007324,152.7784232,165.0656209,175.1125463,185.5158142,181.1288747,186.1990097,,,,,,
279,Africa Western and Central,AFW,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.2369282,180.4709115,182.3972422,188.6833277,186.9524665,188.7379549,189.0909429,187.4724126,183.9438737,189.8128165,184.5747839,183.8762037,173.1641117,171.6244529,163.3418447,160.8311434,155.0812814,152.1499172,151.310849,142.3466456,142.2252885,142.323881,142.3291608,136.7516753,130.1354987,,,,,,
280,Africa Western and Central,AFW,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.08221441,85.44301407,83.98307062,85.30530676,86.76366714,86.34819856,85.28125594,83.94793656,84.6406735,83.90024707,83.23915972,81.99926348,81.63420517,80.5603506,81.1680499,81.07021001,81.90266191,82.17225894,81.5551145,82.61542497,80.93362341,79.52529287,79.07100656,77.54422913,76.27614307,76.96752665,,,,,
282,Africa Western and Central,AFW,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,,,,,,,,,,,,37000000.0,38000000.0,38000000.0,39000000.0,39000000.0,39000000.0,40000000.0,40000000.0,40000000.0,40000000.0,40000000.0,42000000.0,42000000.0,42000000.0,42000000.0,42000000.0,43000000.0,43000000.0,43000000.0,47000000.0,52000000.0,53000000.0,53000000.0,54000000.0,55000000.0,54000000.0,55000000.0,56000000.0,57000000.0,60000000.0,70000000.0,78000000.0,66000000.0,162000000.0,177000000.0,827000000.0,254000000.0,254000000.0,213000000.0,222000000.0,219000000.0,196000000.0,222000000.0,233000000.0,280000000.0,,,,,
289,Africa Western and Central,AFW,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.69309718,32.71473773,33.70368431,32.74815806,32.55254036,33.54269046,34.89947747,34.65801135,35.6643106,36.40355023,40.6739752,37.7579127,38.00790869,39.86070626,40.74423219,41.68669872,41.86571258,41.73088116,45.90129863,44.13035389,47.01816265,47.74549899,46.75227908,50.94893858,48.84820476,51.25325261,51.34142147,
292,Africa Western and Central,AFW,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Africa Western and Central,AFW,Forest area (sq. km),AG.LND.FRST.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060349.0,2049660.284,2038971.568,2028282.852,2017594.136,2006905.42,1996216.704,1985527.988,1974839.272,1964150.556,1953461.84,1945128.216,1936794.592,1928460.968,1920127.344,1911793.72,1903460.096,1895126.472,1886792.848,1878459.224,1870125.6,1862169.28,1854212.96,1846256.64,1838300.32,1830344.0,1822960.779,1815608.1,1807898.6,1800220.1,1792580.7
296,Africa Western and Central,AFW,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Africa Western and Central,AFW,Arable land (% of land area),AG.LND.ARBL.ZS,,6.984021586,7.076486363,7.331710989,7.445694395,7.698172127,7.436731892,7.696153685,7.795094942,8.40107864,7.985058442,7.831529705,7.361455931,7.910834813,7.372504195,7.3093752,7.360780386,6.764811879,6.601973517,6.536860282,6.787142734,6.404754482,6.560075527,6.596446078,7.019516283,7.27024093,7.820884435,7.812261629,7.907001939,7.921704928,8.104220974,8.428018369,8.570847401,8.722409787,8.85783205,9.226954447,9.444846105,9.525325621,9.632779042,9.821928015,9.803576917,9.710773421,9.922646803,10.25369509,10.11850056,10.35952897,10.43015417,10.58457314,10.72690581,10.37747657,10.61338878,10.78609363,11.03306183,11.11398354,11.11346949,11.11346949,11.20190851,11.22401827,11.22401827,,
303,Africa Western and Central,AFW,Agricultural land (sq. km),AG.LND.AGRI.K2,,3025335.1,3035850.0,3059019.1,3070610.7,3094681.3,3070169.9,3089878.7,3098929.5,3154860.3,3117394.7,3102665.6,3060380.0,3111330.0,3064870.0,3060690.0,3066700.0,3023890.0,3013030.0,3011030.0,3042130.0,3008140.0,3026200.0,3037840.0,3080760.0,3109950.0,3169070.0,3171470.0,3188410.0,3195000.0,3187523.8,3207365.62,3226179.84,3247322.31,3266364.08,3315053.9,3303797.52,3322659.24,3325963.56,3345190.93,3355358.3,3384939.88,3396241.86,3423124.14,3419379.6,3480862.45,3481821.0,3497969.35,3524364.4,3536365.75,3551895.8,3559485.78,3574436.4,3594810.3,3597067.7,3599501.6,3608282.421,3612043.2,3614109.8,,
308,Angola,AGO,Population growth (annual %),SP.POP.GROW,,1.39289146,1.383295771,1.256405222,0.9739700718,0.6184503607,0.1858053398,-0.1188153738,-0.0427318863,0.5477719052,1.482543414,2.529200702,3.380672667,3.896823948,3.987886048,3.806905212,3.574803462,3.432138414,3.353879221,3.37390728,3.453859477,3.524002469,3.552752715,3.567178307,3.564178612,3.547815028,3.531784832,3.514328259,3.48243869,3.434478954,3.378411204,3.324464731,3.280272449,3.246643198,3.226227166,3.216807477,3.214262263,3.217312688,3.228921462,3.249266492,3.277215347,3.301173785,3.329262382,3.378794366,3.452987549,3.537604763,3.619584119,3.680601168,3.710554891,3.703841815,3.671493333,3.634150215,3.597754539,3.551997427,3.497447411,3.438869368,3.378269432,3.322158363,3.276144588,3.242914028,3.218530352
316,Angola,AGO,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.3,2.3,,,,,,,
324,Angola,AGO,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.275560544,,,,,,,,,,1.384382763,,,,,,,,,,1.436094368,,,,,,,,,,
327,Angola,AGO,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.011764676,,,,,,,,,,,
333,Angola,AGO,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,,,,,,,,,,,28392.652,15844.224,16758.848,17638.938,14997.738,17645.913,14751.908,16804.108,17304.324,23134.711,17712.687,14191.366,16174.529,15584.475,10110.247,9936.771,9368.448,15491.723,8688.463,10695.651,15240.0,15270.0,15320.0,15270.0,15220.0,15210.0,13680.0,13440.0,14860.0,13740.0,14160.0,14500.0,15700.0,18000.0,18110.0,17820.0,16460.0,17620.0,16700.0,16790.0,17680.0,18270.0,17330.0,17900.0,17350.0,17950.0,18070.0,18490.0,16440.0,,
335,Angola,AGO,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,23376.6,14500.0,15590.0,16651.7,15008.3,17061.4,15036.7,17437.0,18279.2,22903.7,19634.2,17404.8,19170.3,19184.3,15733.0,16094.5,15881.2,20493.0,15798.0,17298.5,20610.0,21030.0,21470.0,21770.0,22180.0,22460.0,21360.0,21470.0,23130.0,22330.0,23000.0,24240.0,26220.0,29280.0,30260.0,31110.0,31180.0,33610.0,34160.0,35590.0,37730.0,38100.0,37110.0,37420.0,36700.0,37180.0,37400.0,37450.0,35520.0,,
338,Angola,AGO,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,60648.60108,39162.17143,42205.6507,44252.66912,40179.2335,44429.30003,38448.02409,43563.41218,46235.11458,56644.65197,48001.86616,41894.79496,45243.80208,44852.06032,35878.30078,36714.19083,35982.41365,46721.25774,35736.7658,39342.98618,42180.0,42840.0,43170.0,43950.0,44100.0,48460.0,46480.0,46680.0,49410.0,48770.0,49590.0,51730.0,55610.0,65370.0,67740.0,67230.0,68080.0,74850.0,76080.0,79690.0,84120.0,86040.0,84930.0,88410.0,88980.0,90620.0,91240.0,87180.0,79730.0,,
340,Angola,AGO,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,800.6982621,1098.795636,410.6709098,-331.5519336,-536.0659441,-159.851059,1990.557829,-1459.180233,-2181.470608,-2191.464963,-2269.064511,-1652.951637,-1604.037876,-1832.51067,-1991.25859,-2078.534272,-2161.559957,-2394.978779,-2326.835323,-2380.311671,-4072.42688,-4359.62323,-4811.072235,-4329.139725,-3969.140976,-1139.913162,-2924.409073,-3252.352112,-4091.841705,-3809.492004,-2730.183899,-1945.818909,-1079.994446,1883.654175,3070.825684,3464.719421,4681.312012,7244.090698,6583.134155,6826.585938,5488.927002,6458.200439,7743.197998,8441.258057,8094.435791,5850.063721,5203.067139,,,,
348,Angola,AGO,CO2 emissions (kt),EN.ATM.CO2E.KT,550.05,454.708,1180.774,1151.438,1224.778,1188.108,1554.808,993.757,1672.152,2786.92,3582.659,3410.31,4506.743,4880.777,4873.443,4415.068,3285.632,3534.988,5412.492,5504.167,5346.486,5280.48,4649.756,5115.465,5009.122,4701.094,4660.757,5815.862,5130.133,5009.122,6330.0,6530.0,6370.0,6900.0,6690.0,10780.0,11410.0,11730.0,11370.0,12650.0,12370.0,12910.0,13620.0,18010.0,19290.0,18210.0,20340.0,23490.0,25080.0,27150.0,28530.0,29460.0,30250.0,32820.0,34630.0,35160.0,35410.0,30840.0,27340.0,,
353,Angola,AGO,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,637.4103061,663.4089005,635.7562076,624.0881812,586.6909909,559.4451916,532.9438715,566.9472635,555.7423377,547.0445219,531.5871414,506.0581566,501.9044839,489.3270302,500.9250659,489.1114596,483.6246183,486.037605,480.0939066,496.5365322,491.8025707,478.585781,479.8200297,470.9384125,455.6660874,454.0550814,449.2543895,433.882523,441.1631632,438.5499123,442.9788396,448.2616945,467.6441109,464.8080209,433.5724861,458.7940737,471.6942449,491.9785712,515.2172566,520.9623361,521.7807029,552.3637656,533.7608866,544.6094435,,,,,,
354,Angola,AGO,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,92.03410095,100.4966422,113.5859405,136.3577946,139.3793901,60.30526277,58.27061831,56.34870168,58.57451473,60.66207985,58.56157495,60.31517359,63.2672365,52.21141337,60.63043811,58.52647393,56.78603928,55.20393789,53.60205832,53.17180358,54.45386488,53.48666282,52.00747317,50.65258525,49.26424531,51.10854859,69.32690102,73.30920076,71.91083863,75.26465988,82.61657065,86.01883921,95.85311396,87.53534066,109.2952187,144.7153225,133.2672578,172.3848981,189.2577043,206.4544017,207.0133514,219.2534827,280.2144821,312.2288945,,,,,,
355,Angola,AGO,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.8550325,87.04805945,92.96077881,126.6513975,126.6860756,110.0738235,99.75614193,95.0168103,90.53017229,93.05925835,92.75656448,92.92930808,85.53242286,89.6177647,83.10169414,69.81593782,68.67042899,64.24719497,62.55787619,67.40597117,67.72398915,67.98050526,68.73023602,65.56835373,66.09473728,,,,,,
356,Angola,AGO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.25525192,71.8886392,72.72328252,71.27705632,72.22026891,73.94588834,73.13960045,73.73441595,76.81979363,73.41078383,73.44110107,72.33730316,70.42099762,65.14040375,61.91569901,68.37830353,62.12730026,58.49160004,54.88209915,52.41389847,50.76480103,49.23920059,49.44329834,47.93849945,48.2112999,47.81560135,49.0080986,56.18050003,56.78549957,,
358,Angola,AGO,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
365,Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,26.38386917,27.4656353,28.53676033,29.59622383,30.64655495,37.5,38.49,33.80418396,34.87972641,34.6,37.10102463,38.24899292,32.0,42.0,41.79737854,43.0016098,45.29,45.67031479,
368,Angola,AGO,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,,,1010.0,,,,,1010.0,,,,,1010.0,,,,,1010.0,,,,,1010.0,,,,,1010.0,,,,,1010.0,,,,,1010.0,,,,,1010.0,,,,,1010.0,,,,,1010.0,,,,,1010.0,,,
371,Angola,AGO,Forest area (sq. km),AG.LND.FRST.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792627.8,791073.63,789519.46,787965.29,786411.12,784856.95,783302.78,781748.61,780194.44,778640.27,777086.1,771535.49,765984.88,760434.27,754883.66,749333.05,743782.44,738231.83,732681.22,727130.61,721580.0,716029.38,710478.76,704928.14,699377.52,693826.9,688276.2,682725.7,677175.1,671624.4,666073.8
372,Angola,AGO,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125723662,,,,,,,,,,0.125723662,,,,,,,,,,0.125723662,,,,,,,,,,
377,Angola,AGO,Arable land (% of land area),AG.LND.ARBL.ZS,,2.141653966,2.165717494,2.181759846,2.205823374,2.221865726,2.245929253,2.269992781,2.294056309,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.366246892,2.406352771,2.406352771,2.406352771,2.406352771,2.406352771,2.406352771,2.406352771,2.406352771,2.406352771,2.406352771,2.48656453,2.646988048,2.646988048,2.646988048,2.646988048,2.727199807,2.727199807,3.208470362,3.288682121,3.769952675,3.769952675,3.930376193,3.930376193,3.930376193,3.930376193,3.930376193,3.930376193,,
379,Angola,AGO,Agricultural land (sq. km),AG.LND.AGRI.K2,,571700.0,572000.0,572200.0,572500.0,572700.0,573000.0,573300.0,573600.0,574000.0,574000.0,574000.0,574000.0,574000.0,574000.0,574000.0,574000.0,574000.0,574000.0,574000.0,574000.0,574000.0,574000.0,574000.0,574000.0,574000.0,574000.0,574000.0,574000.0,574000.0,574040.0,455626.37,457180.54,458734.71,460288.88,461843.05,463397.22,464951.39,466505.56,468059.73,469613.9,475164.51,480715.12,486265.73,491816.34,497366.95,502917.56,508468.17,514018.78,519569.39,525120.0,530670.62,536221.24,541771.86,547322.48,552873.1,558423.8,563974.3,569524.9,,
384,Albania,ALB,Population growth (annual %),SP.POP.GROW,,3.120855371,3.056730503,2.953748762,2.880686426,2.754021238,2.63456388,2.630190345,2.84251071,2.896083388,2.550851178,2.422972017,2.494973107,2.362552224,2.297214176,2.30115381,2.208235255,2.213252179,2.075741895,1.98945702,2.047963861,2.002974306,2.113271783,2.120885334,2.103936618,2.055994609,1.933220811,1.997039956,1.886710529,2.687861989,1.799085593,-0.6028096795,-0.6064347262,-0.6101657927,-0.6138805069,-0.6177036584,-0.621511399,-0.6254300969,-0.6293343925,-0.633352274,-0.6373568339,-0.9384704277,-0.2998766971,-0.3741491693,-0.4179313779,-0.5117901164,-0.6309112449,-0.7557187554,-0.7673429591,-0.6738940465,-0.4964619634,-0.2690173318,-0.1651510401,-0.1832113846,-0.2070469998,-0.2912057868,-0.1598804121,-0.09197229374,-0.2467320423,-0.426007367,-0.5779422524
392,Albania,ALB,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.3,,,,,,,,,,,,,,
400,Albania,ALB,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.532682634,,,,,,,,,,7.135686528,,,,,,,,,,7.070960686,,,,,,,,,,
403,Albania,ALB,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.269576993,,,,,,,,,,,
409,Albania,ALB,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,,,,,,,,,,,741.8982,756.0311,756.8061,803.6471,819.4943,818.462,925.2384,1007.1559,1207.7662,1229.9033,1239.9442,1287.8175,1254.6661,1481.1087,1463.5875,1467.6981,1542.715,1487.7582,1544.5967,1694.6119,1590.0,1210.0,1130.0,1170.0,1370.0,1330.0,1190.0,1130.0,1170.0,1120.0,1180.0,1150.0,1290.0,1310.0,1270.0,1280.0,1220.0,1220.0,1140.0,1140.0,1130.0,1170.0,1180.0,1150.0,1170.0,1210.0,1250.0,1210.0,1100.0,,
